Группа каталога,Тип локации,Регион,Город / кластер,АО Москвы,Район / локация,ЖК,Застройщик,Ссылка на чат,Ссылка исходная,Листы-источники,Строки-источники,Тип списка,Уверенность,Комментарий,slug_chat,slug_group,slug_region,slug_city_cluster,slug_district
КОРТРОС,Другой город/регион,Свердловская область,Екатеринбург,,,Спутник - 1,КОРТРОС,https://t.me/JKSputnik1,https://t.me/JKSputnik1,Екатеринбург чаты,Екатеринбург чаты:4,main,high,,sputnik-1,kortros,sverdlovskaya-oblast,ekaterinburg,
КПД-ГАЗСТРОЙ,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК Тайгинский парк,КПД-ГАЗСТРОЙ,https://t.me/JKTayginskiyparkJiltsi,https://t.me/JKTayginskiyparkJiltsi,Новосибирск чаты,Новосибирск чаты:25,main,high,,zhk-tayginskiy-park,kpd-gazstroi,novosibirskaya-oblast,novosibirsk,
КПД-ГАЗСТРОЙ,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК Чистая Слобода,КПД-ГАЗСТРОЙ,https://t.me/JKChistSlob,https://t.me/JKChistSlob,Новосибирск чаты,Новосибирск чаты:71,main,high,,zhk-chistaya-sloboda,kpd-gazstroi,novosibirskaya-oblast,novosibirsk,
КРОСТ,Москва,Москва,Москва,СВАО,Отрадное,ЖК  Malevich,КРОСТ,https://t.me/ZhKDomMalevichSosedi,https://t.me/ZhKDomMalevichSosedi,Москва чаты,Москва чаты:93,main,high,,zhk-malevich,krost,moskva,moskva,otradnoe
КРОСТ,Москва,Москва,Москва,СЗАО,Хорошёво-Мнёвники,ЖК Кристалл Трилогия,КРОСТ,https://t.me/KristallTrilogiaChat0,https://t.me/KristallTrilogiaChat0,Москва чаты,Москва чаты:2053,main,high,,zhk-kristall-trilogiya,krost,moskva,moskva,horoshevo-mnevniki
КРОСТ,Москва,Москва,Москва,СЗАО,Щукино,ЖК Театральный квартал,КРОСТ,https://t.me/ZhKTeatralnyykvartalSosedi,https://t.me/ZhKTeatralnyykvartalSosedi,Москва чаты,Москва чаты:20,main,high,,zhk-teatralnyy-kvartal,krost,moskva,moskva,schukino
КРОСТ,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК Невский,КРОСТ,https://t.me/JKNevskiyJ,https://t.me/JKNevskiyJ,Новосибирск чаты,Новосибирск чаты:114,main,high,,zhk-nevskiy,krost,novosibirskaya-oblast,novosibirsk,
КапСтрой,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Малая Финляндия""",КапСтрой,https://t.me/JKMalayaFinlandiaSosedi,https://t.me/JKMalayaFinlandiaSosedi,Питер чаты,Питер чаты:88,main,high,,zhk-malaya-finlyandiya,kapstroi,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
Ключевой,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК Променад,Ключевой,https://t.me/JKPromenadJiltsi,https://t.me/JKPromenadJiltsi,Новосибирск чаты,Новосибирск чаты:61,main,high,,zhk-promenad,kliuchevoi,novosibirskaya-oblast,novosibirsk,
Комета,Москва,Москва,Москва,ЮВАО,Рязанский,ЖК ПРОСПЕКТ 39,Комета,https://t.me/ZhKPROSPEKT39Sosedi1,https://t.me/ZhKPROSPEKT39Sosedi1,Москва чаты,Москва чаты:137,main,high,,zhk-prospekt-39,kometa,moskva,moskva,ryazanskiy
Концерн Сибирь,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК Радуга Сибири,Концерн Сибирь,https://t.me/JKRadugaSibiriJiltsi,https://t.me/JKRadugaSibiriJiltsi,Новосибирск чаты,Новосибирск чаты:56,main,high,,zhk-raduga-sibiri,kontsern-sibir,novosibirskaya-oblast,novosibirsk,
Краснообск.Монтажспецстрой,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК Гурьевский,Краснообск.Монтажспецстрой,https://t.me/JKGurevsiyJitsi,https://t.me/JKGurevsiyJitsi,Новосибирск чаты,Новосибирск чаты:21,main,high,,zhk-gurevskiy,krasnoobsk-montazhspetsstroi,novosibirskaya-oblast,novosibirsk,
Краснообск.Монтажспецстрой,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК на Писарева,Краснообск.Монтажспецстрой,https://t.me/JKnaPisarevaJiltsi,https://t.me/JKnaPisarevaJiltsi,Новосибирск чаты,Новосибирск чаты:55,main,high,,zhk-na-pisareva,krasnoobsk-montazhspetsstroi,novosibirskaya-oblast,novosibirsk,
Кронасервис,Другой город/регион,Республика Татарстан,Казань,,,ЖК ТРИО,Кронасервис,https://t.me/JKTRIODolchiki,https://t.me/JKTRIODolchiki,Казань чаты,Казань чаты:17; Казань чаты:88,main,high,,zhk-trio,kronaservis,respublika-tatarstan,kazan,
ЛСР,Москва,Москва,Москва,ЗАО,Солнцево,ЖК ЛУЧИ,ЛСР,https://t.me/ZhKLUChISosedi,https://t.me/ZhKLUChISosedi,Москва чаты,Москва чаты:275,main,high,,zhk-luchi,lsr,moskva,moskva,solntsevo
ЛСР,Москва,Москва,Москва,САО,Западное Дегунино,ЖК «Дмитровское Небо»,ЛСР,https://t.me/JKDmitrNeboS,https://t.me/JKDmitrNeboS,Москва чаты,Москва чаты:66,main,high,,zhk-dmitrovskoe-nebo,lsr,moskva,moskva,zapadnoe-degunino
ЛСР,Москва,Москва,Москва,ЦАО,Хамовники,ЖК Le Dome,ЛСР,https://t.me/ZhKLeDomeSosedi,https://t.me/ZhKLeDomeSosedi,Москва чаты,Москва чаты:162,main,high,,zhk-le-dome,lsr,moskva,moskva,hamovniki
ЛСР,Москва,Москва,Москва,ЮАО,Даниловский,ЖК ЗИЛАРТ GRAND,ЛСР,https://t.me/ZhKZILARTGRANDSosedi,https://t.me/ZhKZILARTGRANDSosedi,Москва чаты,Москва чаты:149,main,high,,zhk-zilart-grand,lsr,moskva,moskva,danilovskiy
ЛСР,Москва,Москва,Москва,ЮАО,Москворечье-Сабурово,ЖК WAVE (Вейв),ЛСР,https://t.me/JKWavES,https://t.me/JKWavES,Москва чаты,Москва чаты:180,main,high,,zhk-wave-veyv,lsr,moskva,moskva,moskvoreche-saburovo
ЛСР,Москва,Москва,Москва,ЮАО,Чертаново Центральное,ЖК Parkside (Парксайд),ЛСР,https://t.me/JKParkSideS,https://t.me/JKParkSideS,Москва чаты,Москва чаты:67,main,high,,zhk-parkside-parksayd,lsr,moskva,moskva,chertanovo-tsentralnoe
ЛСР,Москва,Москва,Москва,ЮЗАО,Обручевский,ЖК Обручева 30,ЛСР,https://t.me/JKObrucheva30,https://t.me/JKObrucheva30,Москва чаты,Москва чаты:227,main,high,,zhk-obrucheva-30,lsr,moskva,moskva,obruchevskiy
ЛСР,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Большая Охта""",ЛСР,https://t.me/JKBolshayaOhtaSosedi,https://t.me/JKBolshayaOhtaSosedi,Питер чаты,Питер чаты:44,main,high,,zhk-bolshaya-ohta,lsr,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
ЛСР,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""ЛСР. Измайловский""",ЛСР,https://t.me/JKLSRIzmailovskiySosedi,https://t.me/JKLSRIzmailovskiySosedi,Питер чаты,Питер чаты:135,main,high,,zhk-lsr-izmaylovskiy,lsr,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
ЛСР,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Морская миля""",ЛСР,https://t.me/JKMoorskayamilyaSosedi,https://t.me/JKMoorskayamilyaSosedi,Питер чаты,Питер чаты:31,main,high,,zhk-morskaya-milya,lsr,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
ЛСР,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Морская набережная""",ЛСР,https://t.me/JKMorskayanabejnayaSosedi,https://t.me/JKMorskayanabejnayaSosedi,Питер чаты,Питер чаты:126,main,high,,zhk-morskaya-naberezhnaya,lsr,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
ЛСР,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Октябрьская набережная""",ЛСР,https://t.me/JKOktyabrckanaberejnayaSosedi,https://t.me/JKOktyabrckanaberejnayaSosedi,Питер чаты,Питер чаты:42,main,high,,zhk-oktyabrskaya-naberezhnaya,lsr,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
ЛСР,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Цивилизация на Неве""",ЛСР,https://t.me/JKTsevizatsiyanaNeveSosedi,https://t.me/JKTsevizatsiyanaNeveSosedi,Питер чаты,Питер чаты:128,main,high,,zhk-tsivilizatsiya-na-neve,lsr,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
ЛСР,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,ЖК Ручьи,ЛСР,https://t.me/JKRuchiSosedi,https://t.me/JKRuchiSosedi,Питер чаты,Питер чаты:15,main,high,,zhk-ruchi,lsr,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
ЛСР,Другой город/регион,Свердловская область,Екатеринбург,,,Зеленый остров,ЛСР,https://t.me/JKZeleniyOstrov,https://t.me/JKZeleniyOstrov,Екатеринбург чаты,Екатеринбург чаты:42,main,high,,zelenyy-ostrov,lsr,sverdlovskaya-oblast,ekaterinburg,
ЛСР,Другой город/регион,Свердловская область,Екатеринбург,,,Мичуринский,ЛСР,https://t.me/JKMichurinskiy,https://t.me/JKMichurinskiy,Екатеринбург чаты,Екатеринбург чаты:45,main,high,,michurinskiy,lsr,sverdlovskaya-oblast,ekaterinburg,
ЛСР,Другой город/регион,Свердловская область,Екатеринбург,,,Хрустальные ключи,ЛСР,https://t.me/JKXrustLuchi,https://t.me/JKXrustLuchi,Екатеринбург чаты,Екатеринбург чаты:41,main,high,,hrustalnye-klyuchi,lsr,sverdlovskaya-oblast,ekaterinburg,
ЛенРусСтрой,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""ЛесART""",ЛенРусСтрой,https://t.me/JKLesArtSosedi,https://t.me/JKLesArtSosedi,Питер чаты,Питер чаты:33,main,high,,zhk-lesart,lenrusstroi,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
ЛенСтройГрад,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Счастье 2""",ЛенСтройГрад,https://t.me/JKSchastie2Sosedi,https://t.me/JKSchastie2Sosedi,Питер чаты,Питер чаты:74,main,high,,zhk-schaste-2,lenstroigrad,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
Ленстройтрест,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,ЖК  Тайм Сквер,Ленстройтрест,https://t.me/JKIQGatfchinaSosedi,https://t.me/JKIQGatfchinaSosedi,Питер чаты,Питер чаты:10,main,high,,zhk-taym-skver,lenstroitrest,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
Ленстройтрест,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Янила Форест""",Ленстройтрест,https://t.me/JKYanilaForest,https://t.me/JKYanilaForest,Питер чаты,Питер чаты:115,main,high,,zhk-yanila-forest,lenstroitrest,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
Лидер Групп,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""AEROCITY CLUB""",Лидер Групп,https://t.me/JKAeroCityClub,https://t.me/JKAeroCityClub,Питер чаты,Питер чаты:114,main,high,,zhk-aerocity-club,lider-grupp,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
